,id,name,transcription-direction,product,region,synonym,regulation,component
1937,ECOLI:EG12043,yejL,+,Protein,"(2284129, 2284356)",,,TU0-13558
1938,ECOLI:EG12044,rsuA,-,Protein,"(2279788, 2280483)",yejD,,TU0-13555
1939,ECOLI:EG12045,radD,+,Protein,"(2280632, 2282392)",yejJ; yejI; yejH,REG0-15544; Transcription-Factor-Binding,TU0-13556
1940,ECOLI:EG12048,yejK,-,Protein,"(2282940, 2283947)",ndpA,,TU0-8727
1941,ECOLI:EG12049,lapC,+,Protein,"(2284376, 2286136)",yejN; pbgA; yejM,REG0-14739; Transcription-Factor-Binding,TU0-13558
1942,ECOLI:EG12052,ccmH,-,Protein,"(2291358, 2292410)",yejP,REG0-14458; Transcription-Factor-Binding,TU0-5261; TU363; TU00305
1943,ECOLI:EG12053,ccmG,-,Protein,"(2292407, 2292964)",yejQ; dsbE,,TU0-5261; TU363; TU00305
1944,ECOLI:EG12054,ccmF,-,Protein,"(2292961, 2294904)",yejR,,TU0-5261; TU363; TU00305
1945,ECOLI:EG12055,ccmE,-,Protein,"(2294901, 2295380)",yejS,,TU0-5261; TU363; TU00305
1946,ECOLI:EG12057,ccmC,-,Protein,"(2295583, 2296320)",yejT; yejU,,TU0-5261; TU363; TU00305
1947,ECOLI:EG12058,ccmB,-,Protein,"(2296362, 2297024)",yejV,REG0-14457; Transcription-Factor-Binding,TU0-5261; TU363; TU00305
1948,ECOLI:EG12059,ccmA,-,Protein,"(2297021, 2297644)",yejW,REG0-14456; Transcription-Factor-Binding,TU0-5261; TU363; TU00305
1949,ECOLI:EG12060,napC,-,Protein,"(2297657, 2298259)",yejX,REG0-14589; Transcription-Factor-Binding,TU0-8484; TU363; TU00305
1950,ECOLI:EG12061,napB,-,Protein,"(2298269, 2298718)",yejY,REG0-14588; Transcription-Factor-Binding,TU0-8484; TU363; TU00305
1951,ECOLI:EG12062,napH,-,Protein,"(2298715, 2299578)",yejZ,,TU0-8484; TU363; TU00305
1952,ECOLI:EG12064,napG,-,Protein,"(2299565, 2300260)",yojA; yojB,,TU0-8484; TU363; TU00305
1953,ECOLI:EG12067,napA,-,Protein,"(2300267, 2302753)",yojD; yojC; yojE,,TU0-8484; TU363; TU00305
1954,ECOLI:EG12068,napF,-,Protein,"(2303003, 2303497)",yojG,REG0-15516; Transcription-Factor-Binding,TU0-8484; TU363; TU00305
1955,ECOLI:EG12069,mqo,-,Protein,"(2305108, 2306754)",yojH,REG0-14386; Transcription-Factor-Binding,TU0-13559
1956,ECOLI:EG12070,yojI,-,Protein,"(2306972, 2308615)",yojJ,,TU0-13560
1957,ECOLI:EG12073,ftp,-,Protein,"(2310479, 2311534)",yojK; yojL; apbE,REG0-16069; Transcription-Factor-Binding,TU0-13561
1958,ECOLI:EG12075,nikA,+,Protein,"(3613667, 3615241)",hydD; hydC,,TU0-14783; TU00308
1959,ECOLI:EG12076,nikB,+,Protein,"(3615241, 3616185)",hydC; hydD,,TU0-14783; TU00308
1960,ECOLI:EG12077,nikC,+,Protein,"(3616182, 3617015)",hydD; hydC,,TU0-14783; TU00308
1961,ECOLI:EG12078,nikD,+,Protein,"(3617015, 3617779)",hydD; hydC,,TU0-14783; TU00308
1962,ECOLI:EG12079,nikE,+,Protein,"(3617776, 3618582)",hydD; hydC,,TU0-14783; TU00308
1963,ECOLI:EG12080,recX,-,Protein,"(2822139, 2822639)",oraA,,TU0-4525
1964,ECOLI:EG12081,ppdA,-,Protein,"(2963707, 2964177)",,,TU0-13745
1965,ECOLI:EG12082,nuoA,-,Protein,"(2404629, 2405072)",,REG0-16018; Transcription-Factor-Binding; REG0-15517; Transcription-Factor-Binding,TU00448; TU00310
1966,ECOLI:EG12083,nuoB,-,Protein,"(2403951, 2404613)",,,TU00448; TU00310
1967,ECOLI:EG12084,nuoC,-,Protein,"(2402055, 2403845)",nuoD,,TU00448; TU00310
1968,ECOLI:EG12086,nuoE,-,Protein,"(2401552, 2402052)",,,TU00448; TU00310
1969,ECOLI:EG12087,nuoG,-,Protein,"(2397439, 2400165)",,,TU00448; TU00310
1970,ECOLI:EG12088,nuoH,-,Protein,"(2396465, 2397442)",,,TU00448; TU00310
1971,ECOLI:EG12089,nuoI,-,Protein,"(2395908, 2396450)",,,TU00448; TU00310
1972,ECOLI:EG12090,nuoJ,-,Protein,"(2395342, 2395896)",,,TU00448; TU00310
1973,ECOLI:EG12091,nuoK,-,Protein,"(2395043, 2395345)",,,TU00448; TU00310
1974,ECOLI:EG12092,nuoL,-,Protein,"(2393205, 2395046)",,,TU00448; TU00310
1975,ECOLI:EG12093,nuoN,-,Protein,"(2390048, 2391505)",,REG0-16087; Transcription-Factor-Binding,TU0-14531; TU00448; TU00310
1976,ECOLI:EG12094,sgrR,-,Protein,"(75644, 77299)",yabN,,TU0-12805
1977,ECOLI:EG12095,secG,-,Protein,"(3322173, 3322505)",prlH,REG0-14646; Transcription-Factor-Binding,TU0-14574; TU0-14573; TU0-14328
1978,ECOLI:EG12096,chpB,+,Protein,"(4448692, 4449042)",yjfE; chpBK,,TU0-1261; TU00250
1979,ECOLI:EG12097,yfiH,-,Protein,"(2734303, 2735034)",pgeF,,TU0-13675
1980,ECOLI:EG12098,rluD,-,Protein,"(2735031, 2736011)",yfiI; sfhB,REG0-12365; RNA-Mediated-Translation-Regulation,TU0-13675
1981,ECOLI:EG12099,efp,+,Protein,"(4375699, 4376265)",,,TU0-1222
1982,ECOLI:EG12100,tktB,+,Protein,"(2579636, 2581639)",,,TU0-6921; TU0-8143; TU0-7342
1983,ECOLI:EG12101,feoA,+,Protein,"(3540163, 3540390)",,REG0-14052; Transcription-Factor-Binding; REG0-14051; Transcription-Factor-Binding,TU00269
1984,ECOLI:EG12102,feoB,+,Protein,"(3540407, 3542728)",,,TU00269
1985,ECOLI:EG12104,yeiR,+,Protein,"(2267829, 2268815)",,,TU0-13549
1986,ECOLI:EG12105,yeiE,-,Protein,"(2248737, 2249618)",,,TU0-13541
1987,ECOLI:EG12106,hofB,-,Protein,"(115714, 117099)",hopB,,TU0-12811
1988,ECOLI:EG12107,ppdD,-,Protein,"(117109, 117549)",,,TU0-12811
1989,ECOLI:EG12108,norR,-,Protein,"(2830775, 2832289)",ygaA,,TU0-14258; TU0-8816
1990,ECOLI:EG12110,ydcF,+,Protein,"(1487235, 1488035)",,,TU0-13252
1991,ECOLI:EG12111,nlpD,-,Protein,"(2867614, 2868753)",,,TU00440; TU00309
1992,ECOLI:EG12112,alpA,+,Protein,"(2758644, 2758856)",,,TU0-13689
1993,ECOLI:EG12113,hofQ,-,Protein,"(3519465, 3520703)",hopQ,,TU0-13926
1994,ECOLI:EG12114,prfC,+,Protein,"(4609414, 4611003)",miaD; tos,,TU0-14217
1995,ECOLI:EG12115,yjjG,+,Protein,"(4608646, 4609323)",,,TU0-14216
1996,ECOLI:EG12116,acrR,+,Protein,"(485761, 486408)",ybaH,REG0-14223; Transcription-Factor-Binding,TU0-8325
1997,ECOLI:EG12117,ompX,+,Protein,"(850450, 850965)",ybiG; ompP,REG0-14228; Transcription-Factor-Binding,TU0-14688; TU0-8812
1998,ECOLI:EG12119,ychJ,-,Protein,"(1288674, 1289132)",,,TU0-55017; TU0-13183
1999,ECOLI:EG12120,rssA,+,Protein,"(1289245, 1290150)",ychK,,TU0-8367
2000,ECOLI:EG12121,rssB,+,Protein,"(1290242, 1291255)",ychL; sprE; hnr,REG0-14280; Transcription-Factor-Binding,TU0-8367; TU0-8364
2001,ECOLI:EG12122,yggI,+,Protein,"(3089755, 3090252)",sprT,,TU0-13804
2002,ECOLI:EG12123,lrhA,-,Protein,"(2405703, 2406641)",genR,REG0-14383; Transcription-Factor-Binding,TU00428
2003,ECOLI:EG12124,hisJ,-,Protein,"(2426006, 2426788)",,,TU0-14415; TU0-3581
2004,ECOLI:EG12125,hisQ,-,Protein,"(2425230, 2425916)",,REG0-15921; RNA-Mediated-Translation-Regulation,TU0-14415; TU0-3581
2005,ECOLI:EG12127,treB,-,Protein,"(4464759, 4466180)",,,TU00213
2006,ECOLI:EG12128,lgt,-,Protein,"(2965162, 2966037)",umpA,,TU0-42614; TU00295
2007,ECOLI:EG12129,uraA,-,Protein,"(2618871, 2620160)",,,TU00439
2008,ECOLI:EG12130,hscA,-,Protein,"(2657085, 2658935)",hsc,,TU00423
2009,ECOLI:EG12131,hscB,-,Protein,"(2658952, 2659467)",yfhE,,TU00423
2010,ECOLI:EG12132,iscA,-,Protein,"(2659563, 2659886)",yfhF,,TU0-1881
2011,ECOLI:EG12133,ucpA,-,Protein,"(2543832, 2544623)",yfeF,,TU0-14643; TU0-13623
2012,ECOLI:EG12134,rhtA,-,Protein,"(849210, 850097)",ybiF,REG0-14230; Transcription-Factor-Binding,TU0-13058
2013,ECOLI:EG12136,mdtD,+,Protein,"(2161464, 2162879)",yegB; iceT,REG0-15788; Transcription-Factor-Binding,TU0-7881
2014,ECOLI:EG12137,nlpE,+,Protein,"(215269, 215979)",cutF,REG0-14593; Transcription-Factor-Binding,TU0-12835
2015,ECOLI:EG12138,yaeF,-,Protein,"(216179, 217003)",yaeK,,TU0-12836
2016,ECOLI:EG12139,qseG,-,Protein,"(2688793, 2689506)",yfhG,,TU0-14320
2017,ECOLI:EG12140,punR,-,Protein,"(1738866, 1739798)",ydhB,,TU0-8331
2018,ECOLI:EG12141,punC,+,Protein,"(1739911, 1741122)",ydhC,REG0-15891; Transcription-Factor-Binding,TU0-13360
2019,ECOLI:EG12142,sdaC,+,Protein,"(2928229, 2929518)",dcrA,REG0-14395; Transcription-Factor-Binding,TU00454
2020,ECOLI:EG12143,napD,-,Protein,"(2302750, 2303013)",yojF,,TU0-8484; TU363; TU00305
2021,ECOLI:EG12144,pgm,+,Protein,"(713558, 715198)",blu,,TU0-4444
2022,ECOLI:EG12146,rapZ,+,Protein,"(3347115, 3347969)",yhbJ,,TU-8398; TU00487
2023,ECOLI:EG12147,npr,+,Protein,"(3347966, 3348238)",yhbK; ptsO; rpoR,,TU00487
2024,ECOLI:EG12148,galP,+,Protein,"(3088284, 3089678)",Pgal,REG0-16197; Transcription-Factor-Binding; REG0-16089; Transcription-Factor-Binding,TU0-7081
2025,ECOLI:EG12150,cobS,-,Protein,"(2064479, 2065222)",,,TU0-8368; TU00252
2026,ECOLI:EG12151,cobT,-,Protein,"(2063388, 2064467)",,REG0-14466; Transcription-Factor-Binding,TU0-8368; TU00252
2027,ECOLI:EG12152,idnK,+,Protein,"(4494623, 4495186)",gntV,REG0-14258; Transcription-Factor-Binding,TU0-4681
2028,ECOLI:EG12153,narU,-,Protein,"(1542672, 1544060)",yddF,,TU0-194009; TU0-2661; TU0-2649
2029,ECOLI:EG12154,sieB,+,Protein,"(1418671, 1419159)",,,TU0-8509
2030,ECOLI:EG12155,kilR,-,Protein,"(1418008, 1418229)",ydaD; kil,,TU0-13228
2031,ECOLI:EG12158,rdgC,-,Protein,"(409108, 410019)",yaiD,,TU0-8495
2032,ECOLI:EG12159,ppnP,+,Protein,"(408177, 408461)",yaiE,,TU0-12915
2033,ECOLI:EG12162,gatR,-,"DNA-binding transcriptional repressor GatR, N-terminal fragment","(2171429, 2171727)",b2090; b2087,,TU0-8044
2034,ECOLI:EG12163,rsmB,+,Protein,"(3435207, 3436496)",yhdB; rrmB; fmu; fmv; sun,,TU0-14355
2035,ECOLI:EG12164,ytjC,+,Protein,"(4633797, 4634444)",gpmB,,TU0-8665
2036,ECOLI:EG12165,mukF,+,Protein,"(974319, 975641)",kicB,,TU261
2037,ECOLI:EG12166,elyC,-,Protein,"(972622, 973401)",ycbC,,TU0-8676
2038,ECOLI:EG12167,cmoM,+,Protein,"(973537, 974322)",ycbD; smtA,,TU261
2039,ECOLI:EG12168,brnQ,+,Protein,"(419591, 420910)",hrbA,REG0-14372; Transcription-Factor-Binding; REG0-14371; Transcription-Factor-Binding,TU0-12918
2040,ECOLI:EG12169,ccmD,-,Protein,"(2295377, 2295586)",yojM,,TU0-5261; TU363; TU00305
2041,ECOLI:EG12171,yjjI,-,Protein,"(4615515, 4617065)",yjjH,,TU0-14221
2042,ECOLI:EG12172,hinT,+,Protein,"(1161885, 1162244)",ycfF,REG0-14255; Transcription-Factor-Binding,TU0-13136
2043,ECOLI:EG12173,gspM,+,Protein,"(3465082, 3465543)",hopZ; pshM,REG0-14520; Transcription-Factor-Binding,TU0-14374; TU0-14373; TU0-13913
2044,ECOLI:EG12176,dicD,-,Protein,"(4362733, 4363308)",yjdC; cutA3,,TU0-14671; TU0-14140
2045,ECOLI:EG12177,cutA,-,Protein,"(4365018, 4365356)",cutA1,,TU359
2046,ECOLI:EG12178,dsbD,-,Protein,"(4363345, 4365042)",htrI; cutA2; cycZ; dipZ,,TU0-14140
2047,ECOLI:EG12179,cspE,+,Protein,"(657292, 657501)",gicA; msmC,,TU0-14576; TU0-13001
2048,ECOLI:EG12180,pagP,+,Protein,"(656557, 657117)",ybeG; crcA,REG0-16013; Transcription-Factor-Binding,TU0-7821
2049,ECOLI:EG12181,grxD,-,Protein,"(1733754, 1734101)",ydhD,,TU0-8805
2050,ECOLI:EG12182,yajG,-,Protein,"(453589, 454167)",,,TU0-42605; TU0-12927
2051,ECOLI:EG12183,ampG,-,Protein,"(452070, 453545)",,,TU0-42605; TU0-12926
2052,ECOLI:EG12188,ptsP,-,Protein,"(2966188, 2968434)",ygdO; ygdF,,TU0-13746
2053,ECOLI:EG12189,hemF,+,Protein,"(2553225, 2554124)",popB; sec,,TU0-45289; TU0-45288; TU0-2742; TU0-2741
2054,ECOLI:EG12190,eutR,-,Protein,"(2554130, 2555182)",yfeG,,TU0-13627
2055,ECOLI:EG12191,glnK,+,Protein,"(472598, 472936)",ybaI,REG0-15470; Transcription-Factor-Binding,TU587
2056,ECOLI:EG12192,nadK,+,Protein,"(2750831, 2751709)",yfjE; yfjB,,TU0-13683
2057,ECOLI:EG12193,cbpA,-,Protein,"(1062855, 1063775)",,REG0-16011; Transcription-Factor-Binding,TU0-45195; TU0-42533; TU0-42532; TU0-36443; TU00387
2058,ECOLI:EG12194,cbpM,-,Protein,"(1062550, 1062855)",yccD,,TU0-45195; TU0-42533; TU0-42532; TU0-36443; TU00387
2059,ECOLI:EG12195,torD,+,Protein,"(1061799, 1062398)",,,TU00212
2060,ECOLI:EG12196,yccE,+,Protein,"(1064036, 1065292)",,,TU0-13113
2061,ECOLI:EG12197,seqA,+,Protein,"(712987, 713532)",hsm-1,,TU0-4444
2062,ECOLI:EG12198,chbG,-,Protein,"(1816386, 1817135)",celG; ydjC,REG0-15423; Transcription-Factor-Binding,TU00248
2063,ECOLI:EG12200,yegD,+,Protein,"(2147674, 2149026)",,,TU0-8721
2064,ECOLI:EG12201,ygaC,-,Protein,"(2799650, 2799994)",,REG0-14752; Transcription-Factor-Binding,TU0-3403
2065,ECOLI:EG12202,treR,-,Protein,"(4466299, 4467246)",,,TU0-2443; TU0-2442; TU0-2441; TU00397
2066,ECOLI:EG12203,cspB,-,Protein,"(1641339, 1641554)",,REG0-13298; Transcription-Factor-Binding,TU0-6982
2067,ECOLI:EG12204,cspC,-,Protein,"(1907226, 1907435)",msmB,REG0-15995; Transcription-Factor-Binding,TU0-14771; TU0-13422
2068,ECOLI:EG12205,cspF,+,Protein,"(1641855, 1642067)",,,TU0-8779
2069,ECOLI:EG12207,rlmA,-,Protein,"(1906251, 1907060)",rrmA; yebH,,TU0-13421
2070,ECOLI:EG12209,crcB,-,Protein,"(657555, 657938)",ybeI,,TU0-8778
2071,ECOLI:EG12210,waaF,+,Protein,"(3794929, 3795975)",rfaF,REG0-14677; Transcription-Factor-Binding,TU0-4183; TU0-4182; TU0-4181; TU00329
2072,ECOLI:EG12211,panZ,+,Protein,"(3597984, 3598367)",livL; panM; yhhK,REG0-15523; Transcription-Factor-Binding; REG0-15522; Transcription-Factor-Binding,TU0-8583
2073,ECOLI:EG12212,yhhL,+,Protein,"(3604979, 3605248)",,,TU0-13942
2074,ECOLI:EG12213,yhhM,-,Protein,"(3605251, 3605610)",,,TU0-8584
2075,ECOLI:EG12214,yhhN,+,Protein,"(3605751, 3606377)",,,TU0-13943
2076,ECOLI:EG12215,zntA,+,Protein,"(3606451, 3608649)",yhhO,,TU0-4623
2077,ECOLI:EG12216,tusA,-,Protein,"(3608751, 3608996)",yhhP; sirA,,TU0-8510
2078,ECOLI:EG12217,yhhQ,+,Protein,"(3609217, 3609882)",,,TU0-13944
2079,ECOLI:EG12219,yhhS,-,Protein,"(3610516, 3611733)",,,TU0-8585
2080,ECOLI:EG12220,yhhT,+,Protein,"(3611865, 3612914)",,,TU0-13946
2081,ECOLI:EG12221,acpT,+,Protein,"(3612969, 3613556)",yhhU,,TU0-13947
2082,ECOLI:EG12223,rbbA,-,Protein,"(3626803, 3629538)",yhiG; yhiH,,TU0-13952
2083,ECOLI:EG12224,yhiI,-,Protein,"(3629535, 3630602)",,,TU0-13952
2084,ECOLI:EG12225,yhiJ,-,Protein,"(3630968, 3632590)",,,TU0-13953
2085,ECOLI:EG12228,yhiM,+,Protein,"(3634841, 3635893)",,REG0-15632; Transcription-Factor-Binding,TU0-8586
2086,ECOLI:EG12229,yhiN,-,Protein,"(3636208, 3637410)",,,TU0-8587
2087,ECOLI:EG12230,pitA,+,Protein,"(3637642, 3639141)",pit,,TU0-8491
2088,ECOLI:EG12231,uspB,-,Protein,"(3639385, 3639720)",yhiO,,TU0-1198
2089,ECOLI:EG12232,dtpB,+,Protein,"(3640862, 3642331)",yhiP,REG0-15444; Transcription-Factor-Binding,TU0-13956
2090,ECOLI:EG12233,rsmJ,-,Protein,"(3642380, 3643132)",yhiQ,,TU0-13957
2091,ECOLI:EG12234,rlmJ,+,Protein,"(3645385, 3646227)",yhiR,,TU0-13958
2092,ECOLI:EG12235,arsR,+,Protein,"(3648528, 3648881)",arsE,,TU00239
2093,ECOLI:EG12236,arsB,+,Protein,"(3648935, 3650224)",arsF,,TU00239
2094,ECOLI:EG12237,arsC,+,Protein,"(3650237, 3650662)",arsG,,TU00239
2095,ECOLI:EG12240,mdtE,+,Protein,"(3659232, 3660389)",yhiU,REG0-16047; Transcription-Factor-Binding; REG0-14571; Transcription-Factor-Binding,TU0-14742; TU0-14698; TU0-14697; TU0-5682; TU0-13964
2096,ECOLI:EG12241,mdtF,+,Protein,"(3660414, 3663527)",yhiV,REG0-16073; Transcription-Factor-Binding; REG0-16048; Transcription-Factor-Binding,TU0-14742; TU0-14698; TU0-14697; TU0-5682; TU0-13964
2097,ECOLI:EG12242,gadW,-,Protein,"(3663890, 3664618)",yhiW,REG0-15877; Transcription-Factor-Binding; REG0-15461; Transcription-Factor-Binding; REG0-15460; Transcription-Factor-Binding; REG0-14250; Transcription-Factor-Binding,TU0-14719; TU0-14718; TU0-14433
2098,ECOLI:EG12243,gadX,-,Protein,"(3664986, 3665810)",yhiX,REG0-16049; Transcription-Factor-Binding; REG0-14507; Transcription-Factor-Binding; REG0-14251; Transcription-Factor-Binding,TU0-45268; TU0-14433; TU586; TU0-2261
2099,ECOLI:EG12244,ccp,-,Protein,"(3667791, 3669188)",yhjA,,TU0-13965
2100,ECOLI:EG12245,treF,+,Protein,"(3669592, 3671241)",,,TU0-8360
2101,ECOLI:EG12246,yhjB,-,Protein,"(3671292, 3671894)",,,TU0-8588
2102,ECOLI:EG12247,rcdB,+,Protein,"(3672414, 3673313)",yhjC,,TU0-13966
2103,ECOLI:EG12248,yhjD,+,Protein,"(3673362, 3674375)",,,TU0-13967
2104,ECOLI:EG12249,yhjE,+,Protein,"(3674786, 3676108)",,REG0-14415; Transcription-Factor-Binding,TU0-13968
2105,ECOLI:EG12251,yhjG,-,Protein,"(3676290, 3678350)",yhjF,,TU0-13969
2106,ECOLI:EG12252,pdeH,-,Protein,"(3678420, 3679187)",yhjH,,TU0-1549
2107,ECOLI:EG12253,kdgK,+,Protein,"(3679419, 3680348)",yhjI,,TU0-7301
2108,ECOLI:EG12254,yhjJ,-,Protein,"(3680444, 3681940)",,REG0-15633; Transcription-Factor-Binding,TU-8417
2109,ECOLI:EG12256,pdeK,-,Protein,"(3683630, 3685618)",yhjK,,TU0-13971
2110,ECOLI:EG12257,bcsC,-,Protein,"(3685700, 3689173)",yhjL,,TU0-8365
2111,ECOLI:EG12258,bcsZ,-,Protein,"(3689155, 3690261)",bcsC; yhjM,,TU0-8365; TU0-8354
2112,ECOLI:EG12259,bcsB,-,Protein,"(3690268, 3692607)",yhjN,,TU0-8365; TU0-8354
2113,ECOLI:EG12260,bcsA,-,Protein,"(3692618, 3695236)",yhjP; yhjO,,TU0-8365
2114,ECOLI:EG12262,yhjR,-,Protein,"(3695997, 3696185)",bcsR,REG0-15634; Transcription-Factor-Binding,TU0-14316
2115,ECOLI:EG12263,bcsE,+,Protein,"(3696458, 3698029)",yhjS,,TU0-13972
2116,ECOLI:EG12264,bcsF,+,Protein,"(3698026, 3698217)",yhjT,,TU0-13972
2117,ECOLI:EG12265,bcsG,+,Protein,"(3698214, 3699893)",yhjU,,TU0-13972
2118,ECOLI:EG12266,yhjV,+,Protein,"(3700563, 3701834)",,,TU0-13974
2119,ECOLI:EG12267,eptB,-,Protein,"(3708784, 3710475)",yhjW,REG0-15447; Transcription-Factor-Binding,TU0-45247; TU0-13975
2120,ECOLI:EG12268,yhjX,-,Protein,"(3710799, 3712007)",,,TU0-42492
2121,ECOLI:EG12269,yhjY,-,Protein,"(3712236, 3712934)",,,TU0-13977
2122,ECOLI:EG12270,yiaC,+,Protein,"(3713652, 3714092)",,,TU0-13978
2123,ECOLI:EG12271,yiaD,+,Protein,"(3716547, 3717206)",,REG0-13276; Transcription-Factor-Binding,TU0-13979
2124,ECOLI:EG12272,ghrB,+,Protein,"(3717310, 3718284)",tkrA; yiaE,,TU0-13980
2125,ECOLI:EG12273,yiaF,-,Protein,"(3718334, 3719044)",,,TU0-8589
2126,ECOLI:EG12274,wecH,+,Protein,"(3725887, 3726882)",yiaH,,TU0-8590
2127,ECOLI:EG12275,xylG,+,Protein,"(3732201, 3733742)",,,TU00374
2128,ECOLI:EG12276,xylH,+,Protein,"(3733720, 3734901)",,,TU00374
2129,ECOLI:EG12277,ysaA,-,Protein,"(3741109, 3741582)",yiaI,,TU0-13985
2130,ECOLI:EG12278,plaR,-,Protein,"(3741684, 3742532)",yiaJ,,TU368
2131,ECOLI:EG12279,yiaK,+,Protein,"(3742733, 3743731)",,,TU0-14454; TU592
2132,ECOLI:EG12280,yiaL,+,Protein,"(3743743, 3744210)",,,TU0-14454; TU592
2133,ECOLI:EG12281,yiaM,+,Protein,"(3744328, 3744801)",,,TU0-14454; TU592
2134,ECOLI:EG12282,yiaN,+,Protein,"(3744804, 3746081)",,,TU0-14454; TU592
2135,ECOLI:EG12283,yiaO,+,Protein,"(3746094, 3747080)",,,TU0-14454; TU592
2136,ECOLI:EG12284,lyxK,+,Protein,"(3747084, 3748580)",lyx; xylK; sgbK; yiaP,,TU0-14454; TU592
2137,ECOLI:EG12285,sgbH,+,Protein,"(3748577, 3749239)",yiaQ,,TU0-14454; TU592
2138,ECOLI:EG12286,sgbU,+,Protein,"(3749232, 3750092)",yiaR,,TU0-14454; TU592
2139,ECOLI:EG12287,sgbE,+,Protein,"(3750086, 3750781)",yiaS,,TU0-14454; TU592
2140,ECOLI:EG12288,yiaT,-,Protein,"(3751128, 3751868)",,REG0-16134; Transcription-Factor-Binding,TU0-8591
2141,ECOLI:EG12289,yiaU,+,Protein,"(3751992, 3752966)",,,TU0-8592
2142,ECOLI:EG12290,yiaV,-,Protein,"(3752963, 3754099)",,,TU0-13986
2143,ECOLI:EG12291,yiaW,-,Protein,"(3754105, 3754428)",,,TU0-13986
2144,ECOLI:EG12292,aldB,-,Protein,"(3754973, 3756511)",yiaX,,TU00138
2145,ECOLI:EG12293,yiaY,-,Protein,"(3756676, 3757827)",,,TU0-13987
2146,ECOLI:EG12294,grxC,-,Protein,"(3784191, 3784442)",yibM,,TU0-42596; TU0-13996
2147,ECOLI:EG12295,yibN,-,Protein,"(3784584, 3785015)",,REG0-16192; Transcription-Factor-Binding; REG0-16191; Transcription-Factor-Binding; REG0-14362; Transcription-Factor-Binding,TU0-42596; TU0-13997
2148,ECOLI:EG12296,gpmM,+,Protein,"(3785260, 3786804)",gpmC; pgmI; gpmI; yibO,REG0-16190; Transcription-Factor-Binding; REG0-16189; Transcription-Factor-Binding,TU0-42455; TU0-13998
2149,ECOLI:EG12297,envC,+,Protein,"(3786838, 3788097)",yibP; slm11,,TU0-42455; TU0-13998
2150,ECOLI:EG12298,yibQ,+,Protein,"(3788101, 3789060)",,REG0-16074; Transcription-Factor-Binding,TU0-42455; TU0-13998
2151,ECOLI:EG12301,rutR,+,Protein,"(1074242, 1074880)",ycdC,,TU0-14540; TU-8423
2152,ECOLI:EG12302,tmk,+,Protein,"(1155124, 1155765)",ycfG,,TU0-13135
2153,ECOLI:EG12303,ycfH,+,Protein,"(1156777, 1157574)",,,TU0-13135
2154,ECOLI:EG12304,sapD,-,Protein,"(1352636, 1353628)",trkE,,TU0-13206
2155,ECOLI:EG12305,sapF,-,Protein,"(1351828, 1352634)",,,TU0-13206
2156,ECOLI:EG12308,yfhH,+,Protein,"(2698759, 2699607)",,,TU0-13668
2157,ECOLI:EG12309,yjtD,+,Protein,"(4640942, 4641628)",lasT,,TU0-12786
2158,ECOLI:EG12310,pepB,-,Protein,"(2655075, 2656358)",yfhI,,TU0-13656
2159,ECOLI:EG12311,iscX,-,Protein,"(2656536, 2656736)",yfhJ,,TU00423
2160,ECOLI:EG12312,coaE,-,Protein,"(112599, 113219)",yacE,,TU0-12810
2161,ECOLI:EG12313,zapD,-,Protein,"(111856, 112599)",yacF,,TU0-12810
2162,ECOLI:EG12314,yacG,-,Protein,"(111649, 111846)",,,TU0-14495; TU0-12810
2163,ECOLI:EG12315,yacH,-,Protein,"(129407, 131260)",,REG0-16225; Transcription-Factor-Binding,TU0-8539
2164,ECOLI:EG12316,acnB,+,Protein,"(131615, 134212)",yacJ; yacI,,TU0-14608; TU796
2165,ECOLI:EG12318,cueO,+,Protein,"(137083, 138633)",yacK,,TU0-3124
2166,ECOLI:EG12319,can,-,Protein,"(142008, 142670)",yadF,REG0-15421; Transcription-Factor-Binding,TU0-45255; TU0-8774
2167,ECOLI:EG12320,yadG,+,Protein,"(142779, 143705)",,,TU0-12815
2168,ECOLI:EG12321,yadH,+,Protein,"(143702, 144472)",,,TU0-12815
2169,ECOLI:EG12322,yadI,+,Protein,"(144577, 145017)",agaX,,TU0-12816
2170,ECOLI:EG12323,rpnE,+,Protein,"(2356904, 2357803)",yfaD,,TU0-13564
2171,ECOLI:EG12325,yadK,-,Protein,"(151003, 151599)",,,TU0-14300
2172,ECOLI:EG12326,yadL,-,Protein,"(151626, 152231)",,,TU0-14300
2173,ECOLI:EG12327,yadM,-,Protein,"(152243, 152812)",,REG0-14689; Transcription-Factor-Binding,TU0-14300
2174,ECOLI:EG12328,yadN,-,Protein,"(156299, 156883)",,,TU0-14301
2175,ECOLI:EG12329,hrpB,+,Protein,"(162105, 164534)",yadO,,TU0-12819
2176,ECOLI:EG12330,thpR,-,Protein,"(161501, 162031)",yadP; ligT,,TU0-14344
2177,ECOLI:EG12331,clcA,+,Protein,"(175107, 176528)",eriC; yadQ,,TU0-12821
2178,ECOLI:EG12332,erpA,+,Protein,"(176610, 176954)",yadR,REG0-11852; RNA-Mediated-Translation-Regulation,TU0-8480
2179,ECOLI:EG12333,yadS,-,Protein,"(177001, 177624)",,,TU0-45264; TU0-12822
2180,ECOLI:EG12334,btuF,-,Protein,"(177662, 178462)",yadT,,TU0-45264; TU0-12822
